,text,meta_text
2012,"yeah it's got to go to the right buyer , someone that will cherish it's uniqueness . i'll give you 18 . ",init-price
2013,i could settle on 22 dollars if it's cash . ,counter-price
2014,ok 22 is a deal ,agree
2015,<end>,<end>
2016,"hello , is the crave pro still available ? ",inquire
2017,yes its available . the condition is great and features many upgrade ,inform
2018,"i see that . it is a beautiful bike . i don't want to seem cheep , but i just moved up here in this area and i am looking for a good bike to ride the mountain trails . my budget only stands at $550 , will you be able to take my offer ? ",init-price
2019,i appreciate your offer but it is really much too low . ,vague-price
2020,"this bike is light weight , has new components and has hardly been used . i would like an offer close to $1000 ",counter-price
2021,"how about $526 , i pick it up today and pay in cash ? ",counter-price
2022,<end>,<end>
2023,hi . i see you're interested in our unique homes . did you have any questions ? ,intro
2024,hi i am interested in the apartment you have for rent . ,intro
2025,can you tell me what size is the one for $2400 ,init-price
2026,our 2400 unit is a three bedroom ,inform
2027,ok great it is just my husband and i so we only need 1 bedroom how much are those ? ,inquire
2028,the 1 bedroom unit is 2000 . ,counter-price
2029,that is a little better . does that include any utilities and is are there atleast washer and dryer hookups if not machines ,inquire
2030,we do have on site laundry and cover internet access . for location and amenities our homes can't be beat . ,inform
2031,<end>,<end>
2032,hi there ! are you interested in the chargers ? ,intro
2033,i have an old blackberry and need a charger . ,supplemental
2034,"okay , great ! you came to the right place then . i have 2 of these chargers that also come with the international power attachments . ",supplemental
2035,this is old stuff though . 25 dollars is kind of high . i was looking to spend maybe 10 . ,init-price
2036,these chargers are all in great condition and you would be paying this price for just one elsewhere . here you are getting two for that price . ,supplemental
2037,can you come down a little on the price ? ,vague-price
2038,i could do $20 for the pair . ,counter-price
2039,do you know how long the cords are ? ,inquire
2040,they are both 4 feet long . ,inform
2041,that's pretty short . i might be willing to pay 15 dollars . ,counter-price
2042,i am willing to do $18 for both but that is the lowest i can go on these . ,counter-price
2043,"you've got me , as i need a charger and these are hard to find . you have a deal . ",agree
2044,<end>,<end>
2045,"hello , i am interested in this car ",intro
2046,it's a good car . do you have any questions about it ? ,intro
2047,"well , i was hoping we could talk about the price . i can give you 3000 cash . i can come to get it right now . ",init-price
2048,cash sounds nice but that's not nearly enough . this car is older but it has been well maintained . i can take $6000 ,counter-price
2049,i don't think i can do it for $6000 . ,disagree
2050,how about 4500 and you tint the windows before i buy ? ,counter-price
2051,you can have it for $4500 as is . i feel like that's a steal already without me putting more work into it . ,counter-price
2052,any chance at a warranty ? ,inquire
2053,not on this 16 year old beauty but i promise it's in good condition . you can even test drive it . ,inform
2054,it's almost 2 decades old ? any recent repairs ? ,inquire
2055,nothing major because it has been regularly maintained . ,inform
2056,<end>,<end>
2057,"hello , do you still have the chargers available ? ",inquire
2058,"yeah , but i'm in a hurry . its posted for $25 , if you can pay now , i'll let it go for $23 . ",init-price
2059,i can only offer $15 at this time . ,counter-price
2060,thats too low . ,vague-price
2061,"i'm assuming you aren't just shopping for chargers , how long can you go without your blackberry ? ",inquire
2062,long enough to negotiate this deal . 20$ and i'll pay now . ,counter-price
2063,the charger works on three continents and i'll throw in all of the electrical attachments . $20 works . ,agree
2064,<end>,<end>
2065,hi . ,intro
2066,i see you are interested in our unique homes ! what size unit do you need ? ,inquire
2067,just a 1 bedroom ,inform
2068,great . our 1 bedrooms go for $2400 ,init-price
2069,"they seem nice , but that seems kind of high , i was thinking around $1200 ",counter-price
2070,i am unable to go half . my bottom line is $1800 . ,counter-price
2071,the amenities and location truly cannot be beat . our facility is modern and close to everything in town . ,supplemental
2072,"i think that would be fine , sounds good . ",agree
2073,<end>,<end>
2074,"hello , is the camera still available ? ",inquire
2075,"yes , i still have it . ",inform
2076,"i'm interested in it and i would like to offer $35 . i'm not trying to be a low-baller , i'm just on a tight budget . and yes , i like wine and whiskey ! ",init-price
2077,is there any way you could go up a bit or maybe throw in a bottle of wine or something ? $35 is a bit low . ,vague-price
2078,"well , since i can't see the item , how about i come up and check it out and if i deem it sound enough , i'll pay $40 ? how does that sound ? ",counter-price
2079,that sounds fair . ,agree
2080,great ! ,thanks
2081,<end>,<end>
2082,hello ,intro
2083,hello ,intro
2084,"i see you are interested in this great studio , it's really in a good offer $1500 ! ",init-price
2085,i simply can not afford to pay anything near that much per month . ,disagree
2086,"i can make you a slighlty better offer for this excellent studio . it has a full kitchen with gas stove and oven , and plenty of storage room ! ",supplemental
2087,"i simply can not pay anything near $1 , 500 per month . my budget will not allow it . ",disagree
2088,"don;t forget , internet is included and you are close to cafes and restaurants . ",supplemental
2089,"for you , i will give you 2 months off for a 2 year contract and 15% off the initial price ! ",vague-price
2090,thank you but i still can not afford that price . ,disagree
2091,i can offer you $900 per month and would be willing to sign a 2 year lease . ,counter-price
2092,let me offer you something more too cause i see you like the studio . how about $1200 and no deposit ? that's really as steal ! ! ,counter-price
2093,<end>,<end>
2094,how are the tires on this bike ? ,inquire
2095,they are only slightly worn . i just changed them maybe 3 months ago . ,inform
2096,is something wrong with it and that's why you are selling it ? ,inquire
2097,nothing is wrong with the bike at all . i have gotten a bit bigger and i am not riding it as much . i need money to save up for a new one that will fit me ,inform
2098,"do you think this would be good for a person who is around 5'5"" ? ",inquire
2099,oh yes ! it would definitely be perfect for someone of that stature . it's an absolutely amazing bike that has not done me wrong yet . ,inform
2100,awesome . i'd like to offer you 380 for it ,init-price
2101,would you be will to do $400 ? ,counter-price
2102,yes if you'd accept 400 i could do that . ,agree
2103,its a deal ! ,agree
2104,<end>,<end>
2105,can you tell me more about your bike ? ,inquire
2106,it's a 2015 crave pro . it's in perfect condition and comes with lots of delicious features . only ridden 100 miles . i'm asking $1100 . ,inform
2107,i'm asking $1100 . ,init-price
2108,would you accept $1000 cash and i will come get it myself ? ,counter-price
2109,i will take $1000 if you come and pick her up . i'll text you my address in just a moment . ,agree
2110,<end>,<end>
2111,hello ,intro
2112,hi ,intro
2113,is this studio in a good area ? ,inquire
2114,it i actually a lot of shops ,inform
2115,sounds good . can i come by and take a look at it ? ,inquire
2116,sure ,inform
2117,are you willing to lower the price at all ? ,inquire
2118,i can negotiate ,inform
2119,how does 1350 sound ? it is only a small amount less than what you are asking . ,init-price
2120,yes ,agree
2121,good working with you . i will come by tomorrow and take a look at it if it is okay . ,agree
2122,ok ,agree
2123,<end>,<end>
2124,hi how are you today ? ,intro
